Ranking	Node	Degree	Componenet
98 	 55.0 	 14 	 1 
99 	 43.0 	 15 	 1 
100 	 28.0 	 15 	 2 
101 	 17.0 	 16 	 1 
102 	 65.0 	 12 	 1 
103 	 44.0 	 14 	 1 
104 	 89.0 	 11 	 1 
105 	 29.0 	 25 	 1 
106 	 91.0 	 15 	 1 
107 	 33.0 	 14 	 1 
108 	 84.0 	 11 	 1 
109 	 73.0 	 12 	 1 
110 	 39.0 	 12 	 1 
111 	 35.0 	 11 	 1 
112 	 99.0 	 8 	 3 
113 	 6.0 	 31 	 1 
114 	 80.0 	 8 	 1 
115 	 283.0 	 7 	 1 
116 	 107.0 	 7 	 1 
117 	 250.0 	 7 	 1 
118 	 113.0 	 7 	 1 
119 	 126.0 	 8 	 1 
120 	 116.0 	 8 	 1 
121 	 376.0 	 6 	 1 
122 	 98.0 	 6 	 1 
123 	 50.0 	 6 	 1 
124 	 61.0 	 14 	 1 
125 	 190.0 	 6 	 1 
126 	 122.0 	 7 	 1 
127 	 150.0 	 6 	 1 
128 	 136.0 	 6 	 1 
129 	 203.0 	 6 	 1 
130 	 144.0 	 6 	 1 
131 	 14.0 	 23 	 1 
132 	 79.0 	 7 	 1 
133 	 292.0 	 6 	 1 
134 	 305.0 	 6 	 1 
135 	 106.0 	 6 	 1 
136 	 104.0 	 6 	 1 
137 	 Expansión_(Mexico) 	 9 	 1 
138 	 100.0 	 7 	 1 
139 	 63.0 	 7 	 1 
140 	 15.0 	 40 	 1 
141 	 76.0 	 7 	 1 
142 	 72.0 	 11 	 1 
143 	 67.0 	 7 	 1 
144 	 45.0 	 15 	 1 
145 	 47.0 	 20 	 1 
146 	 7.0 	 25 	 1 
147 	 20.0 	 27 	 1 
148 	 18.0 	 27 	 1 
149 	 Winnipeg_Sun 	 6 	 1 
150 	 TVEyes_-_BBC_2_Wales 	 3 	 1 
151 	 142.0 	 3 	 1 
152 	 489.0 	 1 	 1 
153 	 112.0 	 2 	 1 
154 	 211.0 	 1 	 1 
155 	 TVEyes_-_BBC_1_East_Midlands 	 3 	 1 
156 	 259.0 	 1 	 1 
157 	 46.0 	 8 	 1 
158 	 22.0 	 9 	 1 
159 	 16.0 	 21 	 1 
160 	 168.0 	 1 	 1 
161 	 TVEyes_-_BBC_1_Wales 	 3 	 1 
162 	 97.0 	 6 	 1 
163 	 96.0 	 6 	 1 
164 	 54.0 	 6 	 1 
165 	 199.0 	 1 	 1 
166 	 4.0 	 19 	 1 
167 	 60.0 	 6 	 1 
168 	 26.0 	 2 	 1 
169 	 TVEyes_-_BBC_2 	 3 	 1 
170 	 78.0 	 6 	 1 
171 	 110.0 	 4 	 1 
172 	 49.0 	 6 	 1 
173 	 TVEyes_-_BBC_1_West_Midlands 	 3 	 1 
174 	 48.0 	 12 	 1 
175 	 38.0 	 11 	 1 
176 	 32.0 	 9 	 1 
177 	 41.0 	 8 	 1 
178 	 8.0 	 6 	 1 
179 	 87.0 	 9 	 1 
180 	 143.0 	 1 	 1 
181 	 31.0 	 11 	 1 
182 	 TVEyes_-_BBC_1_North_West 	 3 	 1 
183 	 Manila_Bulletin 	 3 	 1 
184 	 52.0 	 2 	 1 
185 	 51.0 	 10 	 1 
186 	 513.0 	 2 	 1 
187 	 429.0 	 1 	 1 
188 	 The_Peninsula 	 2 	 1 
189 	 125.0 	 6 	 1 
190 	 TVEyes_-_BBC_1_North 	 3 	 1 
191 	 234.0 	 6 	 1 
192 	 109.0 	 1 	 1 
193 	 UPI 	 4 	 1 
194 	 TVEyes_-_BBC_News_24 	 3 	 1 
195 	 TVEyes_-_BBC_1_South_East 	 3 	 1 
196 	 288.0 	 2 	 1 
197 	 Edmonton_Sun 	 2 	 1 
198 	 TVEyes_-_BBC_1_West 	 3 	 1 
199 	 255.0 	 2 	 1 
200 	 170.0 	 1 	 1 
201 	 274.0 	 1 	 1 
202 	 TVEyes_-_BBC_3 	 3 	 1 
203 	 90.0 	 1 	 1 
204 	 Sambad_English 	 4 	 1 
205 	 86.0 	 1 	 1 
206 	 231.0 	 1 	 1 
207 	 19.0 	 8 	 1 
208 	 Ottawa_Sun 	 1 	 1 
209 	 128.0 	 1 	 1 
210 	 59.0 	 6 	 1 
211 	 NBCNEWS.com_Mexico 	 3 	 1 
212 	 TVEyes_-_BBC_1_Northern_Ireland 	 3 	 1 
213 	 ENP_Newswire_Mexico 	 2 	 1 
214 	 42.0 	 9 	 1 
215 	 172.0 	 2 	 1 
216 	 95.0 	 3 	 1 
217 	 TVEyes_-_BBC_1_London 	 3 	 1 
218 	 TVEyes_-_BBC_1_Yorkshire_and_Lincolnshire 	 3 	 1 
219 	 TVEyes_-_BBC_1_Scotland 	 3 	 1 
220 	 68.0 	 7 	 1 
221 	 UK_Government_News 	 2 	 1 
222 	 TVEyes_-_BBC_1_North_East_and_Cumbria 	 3 	 1 
223 	 327.0 	 2 	 1 
224 	 36.0 	 14 	 1 
225 	 TVEyes_-_BBC_1_South_West 	 3 	 1 
226 	 34.0 	 2 	 1 
227 	 The_Vancouver_Sun_(British_Columbia) 	 2 	 1 
228 	 TVEyes_-_BBC_1_Oxford 	 3 	 1 
229 	 93.0 	 1 	 1 
230 	 TVEyes_-_BBC_1_Southampton 	 3 	 1 
231 	 30.0 	 13 	 1 
