Ranking	Node	Degree	Componenet
1 	 TVEyes_-_BBC_1_Northern_Ireland 	 2 	 1 
2 	 AP_Spanish_Online 	 1 	 2 
3 	 The_Associated_Press 	 1 	 3 
4 	 ABC_News 	 1 	 1 
5 	 Associated_Press_Financial_Wire 	 1 	 1 
6 	 Associated_Press_State_&_Local 	 1 	 1 
7 	 TVEyes_-_BBC_1_South_West 	 6 	 1 
8 	 TVEyes_-_BBC_1_Oxford 	 1 	 1 
9 	 TVEyes_-_BBC_1_North 	 1 	 1 
10 	 TVEyes_-_BBC_2 	 1 	 4 
11 	 Associated_Press_International 	 1 	 5 
12 	 AP_Planner 	 1 	 6 
