# LIST OF INFLUENCERS (IN DECREASING ORDER OF INFLUENCE)

# NUMBER OF NODES = 117
# CI LEVEL L = 2

# $1 = SCORE  $2 = NODE_ID $3 = DEGREE $4 = COMPONENT

1	 1	 70	 1
2	 72	 50	 1
3	 85	 18	 1
4	 91	 15	 1
5	 90	 12	 1
6	 114	 10	 1
7	 75	 18	 1
8	 80	 14	 1
9	 76	 18	 1
10	 100	 12	 1
11	 79	 14	 1
12	 87	 9	 1
13	 89	 11	 1
14	 96	 7	 1
15	 95	 7	 1
16	 92	 7	 1
17	 99	 6	 1
18	 98	 6	 1
19	 97	 6	 1
20	 94	 6	 1
21	 83	 7	 1
22	 106	 5	 1
23	 116	 4	 1
24	 48	 8	 1
25	 45	 8	 1
26	 46	 8	 1
27	 47	 8	 1
28	 103	 6	 1
29	 113	 2	 1
30	 115	 2	 1
31	 107	 2	 1
32	 105	 2	 1
33	 86	 2	 1
34	 110	 5	 1
35	 44	 3	 1
36	 117	 1	 1
37	 101	 1	 1
38	 77	 2	 1
39	 109	 4	 1
40	 23	 2	 1
41	 11	 2	 1
42	 22	 2	 1
43	 88	 1	 1
44	 10	 2	 1
45	 43	 4	 1
46	 21	 2	 1
47	 84	 1	 1
48	 82	 1	 1
49	 40	 4	 1
50	 20	 2	 1
51	 39	 1	 1
52	 14	 2	 1
53	 38	 2	 1
54	 19	 2	 1
55	 37	 3	 1
56	 29	 2	 1
57	 73	 2	 1
58	 18	 2	 1
59	 35	 2	 1
60	 70	 1	 1
61	 34	 2	 1
62	 17	 2	 1
63	 33	 2	 1
64	 66	 1	 1
65	 65	 1	 1
66	 64	 1	 1
67	 31	 3	 1
68	 15	 2	 1
69	 61	 5	 1
70	 30	 2	 1
71	 5	 19	 1
72	 6	 19	 1
73	 52	 2	 1
74	 56	 3	 1
75	 53	 3	 1
76	 54	 3	 1
77	 25	 2	 1
78	 102	 1	 1
79	 3	 9	 1
80	 24	 2	 1
81	 13	 2	 1
82	 26	 2	 1
83	 108	 1	 1
84	 51	 1	 1
85	 42	 4	 1
86	 41	 4	 1
87	 81	 2	 1
88	 111	 1	 1
89	 74	 3	 1
90	 36	 3	 1
91	 69	 2	 1
92	 68	 2	 1
93	 67	 2	 1
94	 16	 2	 1
95	 62	 5	 1
96	 63	 12	 1
97	 57	 9	 1
98	 58	 9	 1
99	 12	 2	 1
100	 55	 3	 1
101	 4	 19	 2
102	 7	 19	 2
103	 8	 19	 1
104	 104	 1	 1
105	 27	 2	 1
106	 78	 4	 1
107	 71	 2	 1
108	 28	 2	 1
109	 59	 9	 1
110	 60	 9	 1
111	 9	 19	 1
112	 2	 9	 1
113	 32	 4	 1
114	 49	 7	 1
115	 93	 1	 1
