# LIST OF INFLUENCERS (IN DECREASING ORDER OF INFLUENCE)

# NUMBER OF NODES = 251
# CI LEVEL L = 1

# $1 = SCORE  $2 = NODE_ID $3 = DEGREE $4 = COMPONENT

1	 4	 105	 1
2	 9	 105	 1
3	 8	 105	 1
4	 7	 105	 1
5	 6	 105	 1
6	 5	 105	 1
7	 72	 86	 1
8	 75	 63	 1
9	 96	 43	 1
10	 63	 69	 1
11	 74	 36	 1
12	 60	 43	 1
13	 58	 43	 1
14	 57	 43	 1
15	 59	 43	 1
16	 1	 79	 1
17	 76	 41	 1
18	 112	 31	 1
19	 90	 38	 1
20	 83	 34	 1
21	 85	 40	 1
22	 80	 33	 1
23	 40	 35	 1
24	 41	 35	 1
25	 45	 21	 1
26	 47	 21	 1
27	 46	 21	 1
28	 48	 21	 1
29	 105	 33	 1
30	 155	 34	 1
31	 79	 41	 1
32	 102	 30	 1
33	 91	 34	 1
34	 114	 27	 1
35	 111	 15	 1
36	 87	 31	 1
37	 115	 15	 1
38	 140	 21	 1
39	 113	 6	 1
40	 167	 14	 1
41	 35	 18	 1
42	 68	 27	 1
43	 69	 27	 1
44	 67	 20	 1
45	 32	 23	 1
46	 141	 16	 1
47	 89	 25	 1
48	 94	 27	 1
49	 104	 25	 1
50	 92	 23	 1
51	 103	 21	 1
52	 42	 27	 1
53	 43	 27	 1
54	 95	 27	 1
55	 176	 16	 1
56	 106	 19	 1
57	 144	 15	 1
58	 161	 14	 1
59	 148	 10	 1
60	 77	 14	 1
61	 82	 9	 1
62	 78	 15	 1
63	 164	 8	 1
64	 108	 20	 1
65	 86	 20	 1
66	 139	 9	 1
67	 109	 14	 1
68	 98	 14	 1
69	 150	 12	 1
70	 147	 11	 1
71	 145	 12	 1
72	 149	 11	 1
73	 151	 9	 1
74	 143	 9	 1
75	 153	 2	 1
76	 152	 3	 1
77	 142	 8	 1
78	 146	 2	 1
79	 166	 15	 1
80	 175	 14	 1
81	 187	 11	 1
82	 170	 12	 1
83	 185	 8	 1
84	 135	 7	 1
85	 173	 8	 1
86	 123	 5	 1
87	 172	 10	 1
88	 163	 11	 1
89	 209	 8	 1
90	 224	 3	 1
91	 165	 9	 1
92	 210	 1	 1
93	 127	 4	 1
94	 250	 1	 1
95	 249	 1	 1
96	 132	 4	 1
97	 124	 6	 1
98	 226	 1	 1
99	 214	 7	 1
100	 227	 1	 2
101	 117	 7	 1
102	 231	 1	 1
103	 225	 1	 1
104	 158	 12	 1
105	 180	 12	 1
106	 189	 15	 1
107	 188	 11	 1
108	 236	 4	 1
109	 237	 4	 1
110	 168	 15	 1
111	 154	 11	 1
112	 100	 2	 3
113	 193	 8	 1
114	 157	 13	 1
115	 228	 2	 1
116	 128	 4	 1
117	 238	 4	 1
118	 131	 5	 1
119	 247	 2	 1
120	 169	 8	 1
121	 160	 9	 1
122	 229	 2	 1
123	 233	 1	 1
124	 20	 3	 1
125	 21	 3	 1
126	 52	 8	 1
127	 81	 3	 1
128	 215	 6	 1
129	 156	 2	 1
130	 243	 1	 1
131	 246	 2	 1
132	 177	 6	 1
133	 11	 3	 1
134	 205	 6	 1
135	 37	 2	 1
136	 251	 1	 1
137	 73	 6	 1
138	 129	 4	 1
139	 18	 3	 1
140	 16	 3	 1
141	 71	 12	 1
142	 240	 1	 1
143	 137	 1	 1
144	 64	 5	 1
145	 33	 3	 1
146	 134	 2	 1
147	 65	 5	 1
148	 66	 5	 1
149	 130	 5	 1
150	 207	 6	 1
151	 31	 5	 1
152	 34	 8	 1
153	 212	 6	 1
154	 136	 2	 1
155	 138	 2	 1
156	 70	 4	 1
157	 208	 6	 1
158	 204	 7	 1
159	 17	 3	 1
160	 190	 6	 1
161	 116	 2	 1
162	 230	 1	 1
163	 220	 1	 1
164	 27	 3	 1
165	 191	 6	 1
166	 213	 7	 1
167	 55	 6	 1
168	 26	 3	 1
169	 25	 3	 1
170	 242	 1	 1
171	 202	 8	 1
172	 244	 1	 1
173	 12	 3	 1
174	 196	 6	 1
175	 162	 11	 1
176	 179	 7	 1
177	 119	 7	 1
178	 221	 1	 1
179	 186	 6	 1
180	 201	 6	 1
181	 22	 3	 1
182	 93	 5	 1
183	 44	 3	 1
184	 239	 1	 1
185	 107	 2	 1
186	 84	 7	 1
187	 222	 1	 1
188	 13	 3	 1
189	 235	 1	 1
190	 39	 3	 1
191	 19	 3	 1
192	 245	 1	 1
